WBGene00003400	K12C11.4	failure to hatch, embryonic lethal, gene expression variant, C lineage variant, protein subcellular localization variant
WBGene00014643	B0391.8	seam cell fusion variant, miRNA expression variant, extended life span, slow growth, exploded through vulva, organism development variant
WBGene00022296	Y76B12C.2	germ cell resistant ionizing radiation, UV induced apoptosis decreased, apoptosis increased
WBGene00010555	K04C1.5	embryonic lethal
WBGene00016570	C41G11.4	transgene expression increased
WBGene00022219	Y73B3A.18	pleiotropic defects severe early emb, sterile, avoids bacterial lawn, nonsense mRNA accumulation, oocyte number decreased, paraquat hypersensitive, germ cell compartment morphology variant, mRNA surveillance defective, rachis narrow, extra excretory cells, cytoplasmic processing body variant, germ cell compartment multinucleate, pachytene region organization variant, maternal sterile, diplotene region organization variant, protruding vulva, rachis morphology variant, slow growth, sick, larval arrest, oocyte septum formation variant, embryonic lethal, transgene subcellular localization variant, gonad vesiculated, transgene expression increased, germ cell compartment expansion variant
WBGene00019136	F59H6.5	dauer lifespan extended
WBGene00023336	T03D3.8	embryonic lethal
WBGene00020498	T14B4.1	embryonic lethal
WBGene00011368	T02C12.3	ectopic expression transgene, multivulva, RNAi resistant, organism development variant
WBGene00219294	F43G6.16	embryonic lethal, reduced brood size
WBGene00019323	K02F2.3	sterile, chromosome condensation variant, maternal sterile, germ cell development variant, sick, embryonic lethal late emb, thin, germline nuclear positioning variant, embryonic lethal, gonad vesiculated, oocyte morphology variant, transgene subcellular localization variant, nuclear appearance variant, exploded through vulva, reduced brood size, tumorous germline, sterile progeny, cell proliferation increased, oocyte number decreased, nuclei small, excess intestinal cells, gonad morphology variant, late embryonic arrest, rachis narrow, germ cell compartment multinucleate, pachytene region organization variant, gonad migration variant, oocytes disorganized, protruding vulva, rachis morphology variant, germ cell compartment small, RAB-11 recycling endosome morphology variant, protein aggregation variant, larval arrest, oocytes small, variable cell division timing, transgene expression increased, germ cell compartment expansion variant, nuclei enlarged
WBGene00001698	C04E6.6	locomotion variant, male tail development variant, molt defect, small
WBGene00021512	Y41D4B.4	protruding vulva, slow growth, sterile progeny, egg laying variant, larval arrest, embryonic lethal, cell death variant, shortened life span, patchy coloration, receptor mediated endocytosis defective, pattern of transgene expression variant
WBGene00013431	Y66D12A.5	protruding vulva, larval arrest, sick, slow growth, sterile progeny
WBGene00004813	Y47D7A.1	chemical hypersensitive, organism morphology variant, dauer constitutive, apoptosis increased, aldicarb resistant, posterior body morphology variant, morphology variant, foraging behavior variant, late embryonic arrest, maternal sterile, slow growth, accumulated germline cell corpses, resistant to protein aggregation induced paralysis, L1 arrest, posterior body dumpy, larval arrest, embryonic lethal, reduced brood size
WBGene00009650	F43D2.1	cell cycle progression variant, spontaneous mutation rate increased, locomotion variant, chemical hypersensitive, sterile progeny, age associated fluorescence increased, pattern of transgene expression variant, organism hypersensitive ionizing radiation, protruding vulva, apoptosis fails to occur, slow growth, shortened life span, transgene subcellular localization variant, transgene expression reduced, germ cell ionizing radiation response variant, reduced brood size, exploded through vulva, receptor mediated endocytosis defective
WBGene00009705	F44F4.10	aldicarb resistant
WBGene00044015	K06A4.8	larval arrest, embryonic lethal, molt defect
WBGene00003218	M04B2.1	sterile, cell differentiation variant, ectopic expression antibody, sterile progeny, apoptosis increased, protein subcellular localization variant, cell fate transformation, gonad development variant, pattern of transgene expression variant, maternal sterile, mRNA levels increased, protruding vulva, slow growth, larval lethal, multivulva, P granule localization defective, L1 arrest, protein aggregation variant, lethal, thin, intestinal cell morphology variant, ectopic expression transgene, larval arrest, epithelial morphology variant, shortened life span, transgene subcellular localization variant, reduced brood size, pattern of gene expression variant, nuclear appearance variant, exploded through vulva, transgene expression increased
WBGene00000281	K05G3.3	peptide uptake by intestinal cell decreased
WBGene00000037	Y48B6A.8	dauer lifespan extended
WBGene00007376	C06C3.5	embryonic lethal
WBGene00009583	F40F9.6	late larval arrest, larval arrest, embryonic lethal
WBGene00002855	C05D11.12	embryonic lethal, larval lethal, slow growth, dauer lifespan extended, organism morphology variant
WBGene00022816	ZK783.1	sterile, locomotion variant, avoids bacterial lawn, slow growth, larval lethal, molt defect, Fluorouracil resistant, dead eggs laid, transgene expression increased, organism hypertonic lethality increased
WBGene00000547	Y77E11A.11	body wall muscle sarcomere morphology variant, mitochondria morphology variant, cell death variant
WBGene00000837	ZK520.4	hypersensitive to protein aggregation induced paralysis, interphase entry defective early emb, axon guidance variant, oocyte septum formation variant, gonad development variant, embryonic lethal, dead eggs laid, reduced brood size, pattern of transgene expression variant
WBGene00004498	B0412.4	sterile, male gonad development variant, avoids bacterial lawn, gonad development variant, pathogen resistance increased, pattern of transgene expression variant, maternal sterile, diplotene region organization variant, germ cell development variant, lysosome-related organelle morphology variant, sick, larval lethal, early larval arrest, germline nuclear positioning variant, embryonic lethal, transgene subcellular localization variant, gonad vesiculated, patchy coloration, oocyte morphology variant, pleiotropic defects severe early emb, nuclei small, germ cell compartment morphology variant, gonad arm morphology variant, dumpy, pachytene region organization variant, cytoplasmic processing body variant, male somatic gonad development variant, gonad migration variant, rachis morphology variant, slow growth, RAB-11 recycling endosome morphology variant, larval arrest, no oocytes, oocytes small, germ cell compartment expansion variant
WBGene00011526	T06D8.5	embryonic lethal, slow growth, reduced brood size, sterile progeny, thin, clear
WBGene00006977	F59B2.6	embryonic lethal
WBGene00000777	F43G9.9	cleavage furrow initiation defective early emb, ventral cord patterning variant, mitosis variant, axon midline crossing variant, axon fasciculation variant, cord commissures fail to reach target
WBGene00004268	F26H9.6	sterile, cell corpse number decreased, population fitness variant, accumulated somatic cell corpses, apoptosis increased, pattern of transgene expression variant, membrane trafficking variant, diplotene region organization variant, asymmetric cell division variant, pore forming toxin hypersensitive, lysosome-related organelle morphology variant, larval lethal, accumulated germline cell corpses, molt defect, fat content reduced, germline nuclear positioning variant, cell acidification defective, protein degradation variant, embryonic lethal, transgene subcellular localization variant, pathogen induced gene expression variant, reduced brood size, receptor mediated endocytosis defective, protein secretion variant, lipid metabolism variant, oocyte number decreased, endocytic transport variant, germ cell compartment morphology variant, cell fate transformation, multiple nuclei early emb, gonad morphology variant, cell death variant, rachis narrow, cytokinesis variant emb, apoptosis variant, germ cell compartment multinucleate, germ cell morphology variant, RAB-11 recycling endosome morphology variant, lethal, protein aggregation variant, phagosome maturation defective, larval arrest, endocytic transport defect, transgene expression reduced, cytoplasmic appearance defective early emb, complex phenotype early emb, shortened life span, transgene expression variant, osmotic stress response variant, transgene expression increased, germ cell compartment expansion variant
WBGene00018758	F53E10.1	variable cell division timing
WBGene00009207	F28C6.8	slow growth, sterile progeny, aldicarb resistant, clear
WBGene00007023	T18H9.6	embryonic lethal
WBGene00001150	C29F3.1	fat content reduced, transgene expression reduced, fat content increased
WBGene00001029	F38A5.13	apoptosis fails to occur, embryonic lethal, transgene expression increased, increased pathogen accumulation
WBGene00016966	C56C10.10	larval arrest, embryonic lethal, fat content increased
WBGene00000431	K02B12.1	sterile, locomotion variant, sterile progeny, organism morphology variant, clear, gonad development variant, male somatic gonad development variant, pattern of transgene expression variant, cytoplasmic processing body variant, transgene expression undetectable, larval lethal, slow growth, molt defect, L2 arrest, early larval arrest, larval arrest, transgene expression reduced, transgene subcellular localization variant, transgene expression increased
WBGene00008218	C50B6.2	transformer, locomotion variant, embryonic lethal
WBGene00017031	D1044.6	organism development variant
WBGene00005403	C03G6.20	locomotion variant
WBGene00002003	B0285.5	Q neuroblast lineage migration variant, dauer lifespan extended, cord commissures fail to reach target, organism development variant
WBGene00001891	K06C4.5	sterile, locomotion variant, avoids bacterial lawn, lysosome-related organelle morphology variant, slow growth, dauer lifespan extended, RAB-11 recycling endosome localization variant, RAB-11 recycling endosome morphology variant, protein aggregation variant, larval arrest, embryonic lethal, transgene expression reduced, transgene subcellular localization variant, cytoplasmic processing body variant, maternal sterile, sister chromatid segregation defective early emb, transgene expression increased
WBGene00005584	C14C6.11	dauer lifespan extended
WBGene00004450	F37C12.4	pleiotropic defects severe early emb, sterile, avoids bacterial lawn, oocyte number decreased, transposon silencing variant, pachytene region organization variant, maternal sterile, diplotene region organization variant, sick, slow growth, germline nuclear positioning variant, larval arrest, embryonic lethal, oocyte morphology variant, gonad vesiculated, germ cell compartment expansion variant
WBGene00011342	T01G5.7	transgene subcellular localization variant, protein aggregation variant
WBGene00001909	C50F4.13	sterile, larval arrest, locomotion variant, embryonic lethal, sister chromatid segregation defective early emb
WBGene00020295	T07A9.1	fat content reduced
WBGene00006735	C26E6.8	sterile, locomotion variant, chemical hypersensitive, sterile progeny, apoptosis increased, organism development variant, breaks in alae, everted vulva, pattern of transgene expression variant, protruding vulva, slow growth, accumulated germline cell corpses, bag of worms, hatching variant, high incidence male progeny, lethal, egg laying variant, larval arrest, embryonic lethal, reduced brood size, exploded through vulva, receptor mediated endocytosis defective, distal tip cell migration variant
WBGene00004706	F28D9.1	vulva morphology variant, sterile, early embryonic lethal, locomotion variant, larval lethal, slow growth, sick, cell proliferation increased, embryonic lethal late emb, early larval arrest, excess intestinal cells, gut obstructed, embryonic lethal, unfertilized oocytes laid, vulvaless
WBGene00018152	F37C12.7	embryonic lethal, locomotion variant, reduced brood size, exploded through vulva, sterile progeny, pharyngeal pumping reduced, oxygen consumption decreased, fat content increased
WBGene00022561	ZC204.11	embryonic lethal, cortical dynamics defective early emb, transgene expression increased
WBGene00004422	T22F3.4	sterile, avoids bacterial lawn, late larval arrest, maternal sterile, diplotene region organization variant, lysosome-related organelle morphology variant, early larval arrest, cell membrane organization biogenesis variant, embryonic lethal, gonad vesiculated, transgene subcellular localization variant, nuclear appearance variant, fewer germ cells, pleiotropic defects severe early emb, oocytes lack nucleus, sterile progeny, oocyte number decreased, RAB-11 recycling endosome localization variant, germ cell compartment morphology variant, rachis narrow, pachytene region organization variant, germ cell compartment multinucleate, cytoplasmic processing body variant, protruding vulva, slow growth, RAB-11 recycling endosome morphology variant, protein aggregation variant, larval arrest, germ cell compartment anucleate, no oocytes, nuclei enlarged, distal tip cell migration variant, germ cell compartment expansion variant
WBGene00014260	ZK1321.1	fat content increased
WBGene00010905	M88.2	larval arrest, embryonic lethal, early larval lethal, slow growth, reduced brood size, organism development variant
WBGene00020554	T19A5.3	larval lethal, molt defect
WBGene00021593	Y46E12A.3	extended life span
WBGene00017766	F25B4.2	embryonic arrest
WBGene00006968	K08F11.4	germ cell development variant, sterile, cell differentiation variant, avoids bacterial lawn, slow growth, extended life span, gonad development variant, larval arrest, embryonic lethal, paraquat resistant, male somatic gonad development variant, pattern of transgene expression variant, hypoxia resistant
WBGene00020516	T15B7.1	embryonic lethal, dauer lifespan extended, transgene expression reduced
WBGene00004878	Y69A2AR.4	organism stress response variant
WBGene00007114	B0035.16	dauer lifespan extended
WBGene00044220	Y102A5C.35	locomotion variant
WBGene00012929	Y47D3A.16	organism heat response variant, fertility reduced, larval lethal, starvation resistant, organism UV resistant, extended life span, larval arrest, organism oxidative stress resistant, transgene expression reduced, translation variant, transgene expression increased
WBGene00005780	T26H5.5	protruding vulva
WBGene00023267	F07G11.6	dauer lifespan extended
WBGene00018478	F45F2.5	dauer lifespan extended
WBGene00007014	T09A5.6	sterile, locomotion variant, RAB-11 recycling endosome localization variant, sterile progeny, growth rate variant, protruding vulva, lysosome-related organelle morphology variant, slow growth, larval lethal, sick, RAB-11 recycling endosome morphology variant, lethal, larval arrest, embryonic lethal, transgene expression reduced, transgene subcellular localization variant, reduced brood size, sluggish, exploded through vulva, distal tip cell migration variant
WBGene00020601	T20B12.3	sterile, locomotion variant, sick, early larval lethal, slow growth, small, organism development variant, nicotine hypersensitive, gonad development variant, larval arrest, embryonic lethal, reduced brood size, receptor mediated endocytosis defective, pattern of transgene expression variant, maternal sterile
WBGene00007217	C01A2.5	germ cell partition morphology variant, sterile, locomotion variant, avoids bacterial lawn, diplotene absent during oogenesis, organism morphology variant, apoptosis increased, sister cell division timing asynchrony reduced, chromosome condensation variant, pattern of transgene expression variant, sick, accumulated germline cell corpses, germ cell compartment expansion absent, cell membrane organization biogenesis variant, embryonic lethal, transgene subcellular localization variant, oocyte morphology variant, receptor mediated endocytosis defective, nuclear appearance variant, oocytes lack nucleus, oocyte number decreased, germ cell compartment morphology variant, body wall muscle development variant, rachis narrow, germ cell compartment large, pachytene region organization variant, pachytene progression during oogenesis variant, rachis morphology variant, slow growth, germ cell compartment small, larval arrest, germ cell compartment anucleate, no oocytes, oocytes small, variable cell division timing, nuclei enlarged, germ cell compartment expansion variant
WBGene00022880	ZK1248.10	rudimentary gonad, sterile, embryonic lethal
WBGene00043980	F11D5.7	organism development variant
WBGene00013742	Y111B2A.24	embryonic lethal
WBGene00004006	F22E10.1	nicotine hypersensitive
WBGene00008039	C40H1.3	cord commissures fail to reach target
WBGene00007290	C04B4.2	locomotion variant
WBGene00013932	ZK39.7	fat content reduced
WBGene00003804	Y43F4B.4	high incidence male progeny
WBGene00007504	C09H10.10	sterile, avoids bacterial lawn, slow growth, nonsense mRNA accumulation, molt defect, protein aggregation variant, mRNA surveillance defective, larval arrest, embryonic lethal, transgene subcellular localization variant, maternal sterile, cytoplasmic processing body variant, transgene expression increased
WBGene00014011	ZK632.2	sterile, protruding vulva, locomotion variant, transgene subcellular localization variant, receptor mediated endocytosis defective, pattern of transgene expression variant, sterile progeny, exploded through vulva, protein aggregation variant
WBGene00004924	T23H2.2	transgene expression increased
WBGene00004220	C53C11.3	body vacuole, locomotion variant, intestinal vacuole, molt defect, small
WBGene00009577	F40F8.4	dauer lifespan extended
WBGene00014222	ZK1098.5	alae absent, accumulated germline cell corpses, protein expression absent, annulae morphology variant, small, protein subcellular localization variant, integrity of membranous organelles defective early emb, cell membrane organization biogenesis variant, gonad morphology variant, embryo osmotic integrity defective early emb, embryonic lethal, apoptosis variant, dumpy, maternal sterile, germ cell compartment expansion variant
WBGene00016216	C29F9.1	body wall muscle morphology variant, locomotion reduced, shortened life span, aging variant
WBGene00001904	F35H10.1	RAB-11 recycling endosome localization variant, body elongation defective, pathogen susceptibility increased, chromosome segregation variant, chromosome condensation variant, maternal sterile, organism hypertonic lethality increased, anaphase bridging, slow growth, lysosome-related organelle morphology variant, cell corpse degradation variant, RAB-11 recycling endosome morphology variant, pharyngeal development variant, embryonic arrest, embryonic lethal, nuclear morphology variation early emb, transgene subcellular localization variant, accumulated cell corpses, transgene expression increased
WBGene00004312	K07A1.11	locomotion variant, RNAi resistant, apoptosis increased, slow embryonic development, cell fate transformation, gut granule development variant, late embryonic arrest, maternal sterile, somatic transgene silencing variant, protruding vulva, rays missing, embryonic lethal late emb, intestinal development variant, embryonic arrest, embryonic lethal, rays fused, reduced brood size, variable cell division timing, transgene expression increased
WBGene00235281	Y4C6A.68	dauer lifespan extended, linker cell migration variant
WBGene00012877	Y45F10C.1	locomotion variant
WBGene00004218	C41D7.2	body vacuole, intestinal vacuole, molt defect, small, multiple alae, fat content reduced, alae secretion variant, blistered, everted vulva
WBGene00020592	T19H12.9	slow growth
WBGene00006601	Y17G7B.7	organism oxidative stress resistant, shortened life span, body wall muscle myosin organization defective
WBGene00000121	F23B2.6	locomotion variant, sterile progeny
WBGene00020720	T23B12.5	synapse density variant, motor neuron morphology variant, transgene subcellular localization variant
WBGene00004434	C27A2.2	sterile, avoids bacterial lawn, RAB-11 recycling endosome localization variant, oocyte number decreased, chromosome segregation variant karyomeres early emb, small, germ cell compartment morphology variant, late larval arrest, rachis narrow, long, cytoplasmic processing body variant, pachytene region organization variant, dead eggs laid, maternal sterile, diplotene region organization variant, lysosome-related organelle morphology variant, slow growth, RAB-11 recycling endosome morphology variant, L1 arrest, protein aggregation variant, larval arrest, embryonic lethal, gonad vesiculated, patchy coloration, transgene subcellular localization variant, transgene expression reduced, germ cell compartment expansion variant
WBGene00012804	Y43F4B.7	extended life span
WBGene00007977	C36B1.10	hypoxia hypersensitive, larval lethal, transgene expression reduced, organism development variant, aldicarb resistant
WBGene00007529	C11H1.3	protruding vulva, locomotion variant, slow growth, molt defect, shortened life span, age associated fluorescence increased, dumpy, adult lethal
WBGene00013695	Y106G6A.2	growth variant, ventral cord patterning variant, slow growth, axon fasciculation variant, axon midline crossing variant, cord commissures fail to reach target, dendrite development variant
WBGene00006386	F30F8.8	cell secretion variant, avoids bacterial lawn, protein expression absent, P0 spindle position defective early emb, aldicarb resistant, multiple nuclei early emb, pseudocleavage exaggerated early emb, excessive blebbing early emb, late embryonic arrest, pattern of transgene expression variant, gene expression level reduced, slow growth, sick, larval lethal, protein expression reduced, level of protein expression variant, synchronous second division early emb, embryonic lethal late emb, lethal, cytokinesis fails early emb, loose mitotic furrow early emb, large cytoplasmic granules early emb, embryonic lethal, protein expression reduced cell specific, reduced brood size, receptor mediated endocytosis defective, polar body defective early emb
WBGene00020166	T02G5.7	locomotion variant, slow growth, organism morphology variant
WBGene00003658	H12C20.3	fat content increased
WBGene00008382	D1081.4	aldicarb resistant
WBGene00014120	ZK858.7	slow growth, sterile progeny, embryonic lethal, transposon silencing variant, receptor mediated endocytosis defective, maternal sterile, dumpy, pattern of transgene expression variant, developmental delay postembryonic
WBGene00001578	R12A1.4	life span variant
WBGene00020146	T01C8.5	slow growth
WBGene00003964	H06O01.1	small, dumpy, transgene expression increased
WBGene00018413	F44C8.1	cadmium hypersensitive, slow growth, short defecation cycle
WBGene00010523	K03B8.4	larval arrest, embryonic lethal, phasmid socket absent
WBGene00010259	F58E10.1	body wall muscle myosin organization defective
WBGene00015267	BE0003N10.2	protein subcellular localization variant
WBGene00012651	Y39A1A.13	breaks in alae, protruding vulva, locomotion variant, sterile F1, transgene expression variant, sterile progeny, exploded through vulva
WBGene00022148	Y71G12B.8	locomotion variant, slow growth, cell proliferation increased, sterile progeny, early larval arrest, excess intestinal cells, larval arrest, embryonic lethal, pattern of transgene expression variant, receptor mediated endocytosis defective, distal tip cell migration variant
WBGene00000257	F23B12.8	apoptosis variant, antibody staining reduced, spindle elongation integrity defective early emb, apoptosis increased
WBGene00003590	C28A5.3	egg laying variant, embryonic lethal, sick, oocyte morphology variant, oogenesis variant
WBGene00015393	C03G6.5	locomotion variant
WBGene00000962	T21E12.4	germ cell partition morphology variant, sterile, meiotic spindle defective early emb, avoids bacterial lawn, diplotene absent during oogenesis, excess pronucleus early emb, pronucleus centrosomes defective early emb, centrosome pair and associated pronuclear rotation variant, chromosome condensation variant, nuclear positioning variant, polar body extrusion defective early emb, lysosome-related organelle morphology variant, germline nuclear positioning variant, meiotic spindle assembly defective, meiosis variant, late endosome localization variant, embryonic lethal, gonad vesiculated, oocyte morphology variant, transgene subcellular localization variant, pronuclear migration failure early emb, nuclear appearance variant, reduced brood size, presynaptic region physiology variant, multiple nuclei oocyte, tumorous germline, early endosome localization variant, RAB-11 recycling endosome localization variant, oocyte number decreased, giant oocytes, nuclei small, germ cell compartment morphology variant, protein subcellular localization variant, mitotic spindle defective early emb, multiple nuclei early emb, chemical response variant, chromosome segregation variant, gonad morphology variant, rachis narrow, pronuclear migration defective early emb, cytokinesis variant emb, germ cell compartment multinucleate, pachytene region organization variant, oocyte meiotic maturation variant, oocytes disorganized, germ cell compartment size variant, rachis morphology variant, slow growth, germ cell compartment small, protein aggregation variant, lethal, larval arrest, germ cell compartment expansion variant
WBGene00004166	Y43H11AL.3	organism hypersensitive ionizing radiation, locomotion variant, chemical hypersensitive, organism morphology variant, body wall muscle myosin organization defective, linker cell migration variant, clear, embryonic lethal, chromosome segregation variant
WBGene00017186	F07B7.2	transgene expression increased
WBGene00015270	C01B4.6	larval arrest, organism morphology variant
WBGene00005089	F53F4.9	dauer lifespan extended
WBGene00020190	T03F1.8	protruding vulva, locomotion variant, slow growth, receptor mediated endocytosis defective, pattern of transgene expression variant, thin
WBGene00006577	F39H11.2	MS lineage variant, early embryonic lethal, gastrulation variant, locomotion variant, gene expression level high, embryonic behavior variant, embryonic terminal arrest variable emb, organism morphology variant, small, embryonic morphology variant, body wall muscle morphology variant, late embryonic arrest, gene expression level reduced, mRNA levels reduced, protein phosphorylation reduced, aging variant, embryonic lethal late emb, E lineage variant, no gut granules, larval arrest, embryonic lethal, gene expression variant, locomotion reduced, transgene expression reduced, shortened life span, pathogen induced gene expression variant, mRNA expression variant
WBGene00015890	C17C3.5	clear
WBGene00011804	T16G12.3	extended life span
WBGene00044769	C17E4.12	dauer lifespan extended
WBGene00001638	B0416.6	organism pathogen response variant, pathogen induced death increased
WBGene00002915	H19M22.2	RAB-11 recycling endosome localization variant, body elongation variant, lysosome-related organelle localization variant, muscle detached, maternal sterile, pattern of transgene expression variant, paralyzed, sick, larval lethal, lysosome-related organelle morphology variant, molt defect, RAB-11 recycling endosome morphology variant, embryonic arrest, embryonic lethal, transgene subcellular localization variant, two fold arrest, receptor mediated endocytosis defective, adult lethal, nuclei enlarged
WBGene00019432	K06A5.4	nuclear fallout, sterile, male gonad development variant, chromosome segregation variant karyomeres early emb, P0 spindle position defective early emb, gonad arm morphology variant, gonad development variant, multiple nuclei early emb, peptide uptake by intestinal cell decreased, chromosome condensation variant, apoptosis variant, pattern of transgene expression variant, germ cell compartment multinucleate, pachytene region organization variant, maternal sterile, pronuclei meet centrally early emb, germ cell compartment size variant, accumulated germline cell corpses, germline nuclear positioning variant, diplotene progression during oogenesis variant, larval arrest, embryonic lethal, no oocytes, ectopic cleavage furrows early emb, nuclear morphology variation early emb, nuclear appearance variant
WBGene00020950	W02F12.5	pleiotropic defects severe early emb, sterile, locomotion variant, avoids bacterial lawn, slow growth, larval arrest, embryonic lethal, foraging behavior variant, maternal sterile, pattern of transgene expression variant, receptor mediated endocytosis defective, transgene expression increased
WBGene00013154	Y53F4B.7	cell death variant
WBGene00004064	H12C20.2	spontaneous mutation rate increased, embryonic lethal
WBGene00007382	C06C6.8	dauer lifespan extended
WBGene00009607	F41D3.2	maternal sterile
WBGene00001244	F41H10.8	slow growth, chemical hypersensitive
WBGene00000250	C50B8.2	embryonic lethal, no oocytes, nuclear appearance variant, fewer germ cells, sperm absent, life span variant
WBGene00018045	F35D11.4	dauer lifespan extended
WBGene00022089	Y69A2AR.18	embryonic lethal, general pace of development defective early emb
WBGene00018638	F49E8.7	embryonic lethal
WBGene00004473	Y43B11AR.4	pleiotropic defects severe early emb, embryonic lethal
WBGene00007687	C18E9.7	protein aggregation variant
WBGene00010988	R03D7.1	cell secretion variant, pattern of transgene expression variant
WBGene00019427	K06A1.5	growth variant, life span variant, body wall muscle myosin organization defective
WBGene00003099	F17E9.11	pathogen susceptibility increased
WBGene00006596	Y56A3A.27	chromosome morphology variant, hermaphrodite germline proliferation variant, antibody staining increased, somatic gonad development variant, gonad degenerate, chromosome instability, germ cell mitosis variant, gonad arm morphology variant, meiosis variant, oocyte morphology variant, nuclear appearance variant, fewer germ cells, oogenesis variant
WBGene00007965	C36A4.4	sterile, germ cell compartment size variant, dauer lifespan extended, accumulated germline cell corpses, oocyte number decreased, germ cell compartment morphology variant, organism development variant, germline nuclear positioning variant, cell membrane organization biogenesis variant, embryonic lethal, embryo osmotic integrity defective early emb, apoptosis variant, maternal sterile, oogenesis variant, germ cell compartment expansion variant
WBGene00005718	T22B7.5	transgene expression increased
WBGene00019940	R07G3.3	larval arrest, locomotion variant, embryonic lethal, long, patchy coloration, lethal, clear
WBGene00008670	F11A3.2	sterile, locomotion variant, pattern of transgene expression variant, maternal sterile, diplotene region organization variant, protein expression reduced, germline nuclear positioning variant, fat content reduced, embryonic lethal, transgene subcellular localization variant, gonad vesiculated, oocyte morphology variant, receptor mediated endocytosis defective, reduced brood size, sterile progeny, oocyte number decreased, paraquat response variant, protein subcellular localization variant, germ cell compartment morphology variant, extended life span, sterile F1, rachis narrow, paraquat resistant, pachytene region organization variant, mRNA levels increased, mRNA levels reduced, protruding vulva, rachis morphology variant, slow growth, RAB-11 recycling endosome morphology variant, thermotolerance increased, larval arrest, germ cell compartment expansion variant, distal tip cell migration variant, nuclei enlarged
WBGene00006194	C12D5.1	dauer lifespan extended
WBGene00001928	F07B7.11	sterile, locomotion variant, avoids bacterial lawn, dauer lifespan extended, RAB-11 recycling endosome localization variant, body elongation defective, chromosome segregation variant, chromosome condensation variant, cytoplasmic processing body variant, maternal sterile, anaphase bridging, lysosome-related organelle morphology variant, slow growth, cell corpse degradation variant, RAB-11 recycling endosome morphology variant, pharyngeal development variant, protein aggregation variant, embryonic arrest, larval arrest, embryonic lethal, transgene expression reduced, transgene subcellular localization variant, accumulated cell corpses, sister chromatid segregation defective early emb, transgene expression increased
WBGene00001510	ZK1307.6	extra gonad arms, vulva morphology variant, embryonic morphology variant, gonad arm morphology variant, late embryonic arrest, lima bean arrest, uterus morphology variant, hermaphrodite sterile, somatic gonad development variant, germ cell morphology variant, mitosis variant, L1 arrest, egg laying variant, meiosis variant, embryonic lethal, reduced brood size, fewer germ cells
WBGene00010425	H37A05.1	egg laying defective, golgi apparatus morphology variant, sterile, apoptosis reduced, early endosome morphology variant, locomotion variant, diplotene absent during oogenesis, small, gonad small, growth rate variant, endoplasmic reticulum localization variant, chromosome condensation variant, pattern of transgene expression variant, membrane trafficking variant, protein expression reduced, late endosome morphology variant, thin, fat content reduced, germ cell compartment expansion absent, late endosome localization variant, cell membrane organization biogenesis variant, embryonic lethal, nuclear membrane morphology variant, transgene subcellular localization variant, nuclear morphology variation early emb, fat associated body size decreased, reduced brood size, nuclear envelope breakdown variant, cell secretion variant, early endosome localization variant, RAB-11 recycling endosome localization variant, endoplasmic reticulum morphology variant, nuclear number variant, oocyte number decreased, nuclei small, protein subcellular localization variant, mitotic spindle defective early emb, multiple nuclei early emb, nuclear division variant, embryo osmotic integrity defective early emb, chromosome segregation variant, foraging behavior variant, rachis narrow, pachytene region organization variant, pachytene progression during oogenesis variant, golgi apparatus localization variant, apoptosis fails to occur, RAB-11 recycling endosome morphology variant, larval arrest, no oocytes, nuclear envelope assembly variant early emb, antibody staining reduced, germ cell compartment expansion variant, rachis absent
WBGene00011397	T03E6.8	fat content reduced
WBGene00014083	ZK795.3	late larval lethal, larval arrest, embryonic lethal, slow growth, receptor mediated endocytosis defective, pattern of transgene expression variant, sterile progeny
WBGene00020895	T28D9.3	cadmium hypersensitive, slow growth
WBGene00022159	Y71G12B.24	embryonic morphology variant, embryonic lethal late emb
WBGene00020276	T05H4.15	embryonic lethal
WBGene00021456	Y39F10B.1	sick, small, aldicarb resistant
WBGene00003434	K08F4.8	fat content increased
WBGene00003834	C15H11.3	embryonic arrest, mRNA export variant, embryonic lethal, adult lethal, lethal
WBGene00077519	T27C10.8	organism toxic chemical response variant
WBGene00006468	F13E6.6	egg laying variant, locomotion variant, embryonic lethal, mechanosensation variant
WBGene00003087	F49H12.1	sterile, protruding vulva, locomotion variant, lysosome-related organelle morphology variant, slow growth, RAB-11 recycling endosome morphology variant, sterile progeny, thin, lethal, cell fate specification variant, larval arrest, embryonic lethal, transgene expression reduced, transgene subcellular localization variant, reduced brood size
WBGene00009504	F37B12.1	egg laying variant, protruding vulva, exploded through vulva
WBGene00004358	F08F3.3	embryonic lethal, pretzel arrest, comma arrest emb
WBGene00003947	K08D12.1	sterile, apoptosis reduced, locomotion variant, avoids bacterial lawn, oocytes lack nucleus, germ cell compartment morphology variant, diakinesis progression during oogenesis variant, rachis narrow, chromosome condensation variant, maternal sterile, diplotene region organization variant, rachis morphology variant, slow growth, sick, protein aggregation variant, lethal, germ cell compartment anucleate, larval arrest, cell membrane organization biogenesis variant, embryonic lethal, gonad vesiculated, transgene subcellular localization variant, oocyte morphology variant, germ cell compartment expansion variant, passage through meiosis defective early emb, rachis absent
WBGene00012930	Y47D3A.17	Bacillus thuringiensis toxin hypersensitive, pore forming toxin hypersensitive, embryonic lethal
WBGene00004110	C37A2.2	ventral cord patterning variant, axon midline crossing variant, axon fasciculation variant, cord commissures fail to reach target, small
